Client_ID,Sexe,Age,Navigateur,OS,Pays,Geolocalisation,Campagne,Moyenne_Pages_Visitees,Haut_Revenu
523094,F,17,Chrome,Windows,China,120.75 30.7522,FALSE,9,FALSE
532900,M,47,Chrome,Windows,United States,-86.8025 33.5207,FALSE,10.3333333333,FALSE
540868,F,63,Chrome,Windows,Austria,16.3878 48.1521,FALSE,11,FALSE
548638,,57,Chrome,Windows,Republic of Korea,126.9743 37.5111,FALSE,13,FALSE
557278,,33,IE,Windows,Japan,139.69 35.69,TRUE,11,FALSE
567353,F,68,Safari,MacOS X,United Kingdom,-1.5875 53.7592,FALSE,10,FALSE
576681,F,32,Chrome,MacOS X,United States,-96.2837 30.567,FALSE,13,FALSE
585797,F,29,Chrome,Windows,Republic of Korea,129.0403 35.1028,FALSE,11,FALSE
594505,F,45,Chrome,MacOS X,United States,-77.4728 39.0481,FALSE,12,FALSE
5fb9dr,F,77,Chrome,Linux,United States,-97.822 37.751,TRUE,14,FALSE
605085,,,Chrome,Windows,United States,-86.5127 34.7945,FALSE,8.75,FALSE
612993,F,,Chrome,Windows,France,3.2602 43.2929,TRUE,11,FALSE
620122,F,70,Chrome,MacOS X,,,FALSE,10,FALSE
628444,F,28,Chrome,Windows,China,104.0667 30.6667,FALSE,13,FALSE
636810,M,50,Chrome,Windows,United Kingdom,-2.75 53.3333,FALSE,9,FALSE
646664,F,53,Chrome,Windows,United States,-97.822 37.751,TRUE,11.6666666667,FALSE
654439,M,40,Chrome,Windows,Algeria,3.1468 36.7642,FALSE,12,FALSE
662664,,46,Chrome,MacOS X,China,113.25 23.1167,TRUE,13,FALSE
669869,,,Chrome,Windows,United States,-84.4635 33.871,TRUE,10,FALSE
679235,F,69,Chrome,Windows,United States,-117.2359 32.8807,TRUE,11.2,FALSE
687473,F,22,Chrome,MacOS X,Spain,2.159 41.3888,FALSE,20,FALSE
695325,F,21,Chrome,Linux,China,113.5325 34.6836,FALSE,16,FALSE
6k5asx,M,61,Chrome,Windows,United States,-117.6292 47.4313,FALSE,10.6666666667,TRUE
702063,,56,Chrome,Windows,Latvia,24.1 56.95,FALSE,9.6,FALSE
708240,M,,Chrome,Windows,Venezuela,-66.9167 10.5,TRUE,10.4,TRUE
716378,M,61,Chrome,Windows,United States,-97.822 37.751,FALSE,10,FALSE
724345,F,60,Chrome,Linux,United States,-105.1396 40.524,TRUE,10.1666666667,TRUE
732802,F,45,Chrome,MacOS X,Israel,34.75 31.5,TRUE,10.4,FALSE
741500,M,74,Chrome,Windows,Australia,143.2104 -33.494,FALSE,14.5,FALSE
751614,F,53,Chrome,Windows,United States,-86.2341 39.9042,FALSE,12,FALSE
759984,F,22,Firefox,Windows,Japan,139.69 35.69,TRUE,13.6666666667,FALSE
767183,F,21,Firefox,Linux,Brazil,-43.2192 -22.8305,FALSE,14,FALSE
773498,F,67,Chrome,Windows,United States,-74.0324 40.744,FALSE,9.5,FALSE
780817,M,30,Chrome,MacOS X,United States,-97.822 37.751,FALSE,13.3333333333,FALSE
789405,M,59,Chrome,Windows,United States,-71.3498 42.5879,TRUE,10.5,FALSE
797080,M,31,Chrome,Linux,United States,-90.3469 38.5899,TRUE,12,FALSE
7y2xjx,M,70,Chrome,Windows,China,116.9972 36.6683,FALSE,11.5,FALSE
806849,M,62,Firefox,MacOS X,China,116.9972 36.6683,FALSE,7,FALSE
817379,M,65,Chrome,MacOS X,Japan,139.69 35.69,TRUE,11.25,TRUE
823834,M,,Chrome,MacOS X,United States,-81.7477 38.376,FALSE,11.6666666667,FALSE
831214,M,26,Chrome,Windows,United States,-122.0574 37.4192,FALSE,10,FALSE
839170,F,31,Chrome,MacOS X,United States,-78.6253 35.7977,TRUE,7.6666666667,FALSE
847648,,30,Chrome,Windows,Nigeria,8 10,FALSE,10,FALSE
855971,F,,Chrome,Windows,France,0.5362 49.5203,FALSE,12,FALSE
863293,M,62,Safari,MacOS X,Italy,12.1097 43.1479,FALSE,11.3333333333,FALSE
871783,M,70,Chrome,Windows,Italy,12.2239 45.4511,FALSE,8.5,FALSE
87q5jb,M,55,Chrome,Windows,Belgium,4.35 50.85,FALSE,19,FALSE
888585,,25,Safari,MacOS X,United States,-81.6374 41.1537,FALSE,12,FALSE
895489,M,59,Chrome,Windows,Netherlands,4.8995 52.3824,TRUE,12,FALSE
8iaqlx,F,45,Chrome,Windows,Italy,14.2028 42.4584,FALSE,12,FALSE
904369,F,17,Chrome,Windows,Egypt,31.2859 30.0771,FALSE,10.25,FALSE
911096,F,,Chrome,Windows,United States,-110.3607 31.5273,FALSE,8,FALSE
918625,,52,Chrome,Windows,,,TRUE,11.2,TRUE
926486,M,39,Chrome,Windows,United States,-111.8436 40.4982,FALSE,15,FALSE
936063,F,50,Chrome,Windows,China,120.3719 36.0986,FALSE,9.6666666667,FALSE
942868,F,56,Chrome,Windows,India,72.8258 18.975,FALSE,12,FALSE
952409,M,69,Chrome,Windows,Canada,-80.017 43.4017,FALSE,10,FALSE
960527,M,71,Chrome,Windows,China,119.3061 26.0614,TRUE,12,FALSE
967223,M,,Chrome,Windows,Brazil,-46.6167 -23.7,FALSE,13.25,TRUE
976302,F,65,Firefox,Windows,Russia,37.6068 55.7386,TRUE,9.2,TRUE
983200,M,68,Edge,Windows,Republic of Korea,127.2064 37.2342,FALSE,13.2,TRUE
990927,M,22,Safari,MacOS X,United States,-74.1741 40.7355,FALSE,7,FALSE
997211,F,49,Chrome,MacOS X,Finland,25.7333 62.2333,FALSE,12,FALSE
9ulhq5,F,56,Chrome,Windows,United States,-121.9164 37.7186,FALSE,8,TRUE
aqfme6,F,73,Chrome,Windows,South Africa,24 -29,FALSE,11,FALSE
bfp85c,M,33,Firefox,Windows,United States,-90.3796 38.4907,TRUE,9.3333333333,FALSE
c222h0,M,60,Chrome,Windows,,,FALSE,11,FALSE
ddqpa9,M,46,Chrome,MacOS X,,,FALSE,12.5,FALSE
e4ubo6,F,,IE,Windows,Japan,130.95 33.95,TRUE,14,FALSE
et3l2h,M,75,Chrome,MacOS X,United States,-77.2497 38.6582,TRUE,13,FALSE
fwhyb3,M,35,Chrome,Windows,China,116.3883 39.9289,TRUE,16,FALSE
gj6kf7,,58,Chrome,Windows,France,7.3188 43.7586,FALSE,11,FALSE
h80kzt,M,47,Firefox,Windows,United Kingdom,-0.0955 51.5092,FALSE,9,FALSE
i21u66,F,21,Chrome,MacOS X,Spain,-4.7237 41.6552,TRUE,7,FALSE
inbp2g,F,64,Edge,Windows,Brazil,-43.8988 -19.9553,FALSE,11,FALSE
ja9abh,F,53,Firefox,Windows,China,104.0667 30.6667,FALSE,12,FALSE
jyz28x,F,73,Chrome,Windows,United States,-74.0166 40.7101,FALSE,13,FALSE
kp0pj4,M,57,Chrome,Windows,Czechia,14.4112 50.0848,FALSE,13,FALSE
lnhenf,F,58,Chrome,MacOS X,Taiwan,121.4966 25.0418,FALSE,12,TRUE
mg3kpe,F,29,Edge,Windows,China,120.1614 30.2936,FALSE,12.5,FALSE
n8vt5t,M,64,Firefox,MacOS X,Sweden,18.05 59.3333,FALSE,13,FALSE
o2e4kl,M,66,Chrome,Windows,China,115.275 39.8897,TRUE,14,FALSE
oryq32,M,60,Chrome,Windows,Colombia,-74.0758 4.5981,FALSE,16,FALSE
p7nl0e,M,42,Chrome,MacOS X,Sweden,18.05 59.3333,TRUE,12.3333333333,FALSE
pv03sf,M,63,Chrome,Windows,United States,-80.9069 35.725,FALSE,14,FALSE
qiou6e,,66,Firefox,Windows,China,121.5495 29.8782,FALSE,8,FALSE
rbh5bu,F,34,Chrome,Windows,Norway,10.4669 59.4136,FALSE,10,FALSE
s0al8g,,64,Edge,Windows,Malaysia,101.7 3.1667,TRUE,12.5,FALSE
sz6irh,M,38,Chrome,MacOS X,Japan,139.69 35.69,TRUE,12,FALSE
twvm3y,F,29,Chrome,Windows,United States,-78.3875 36.6676,FALSE,11.5,FALSE
uhbwoy,M,47,Chrome,Windows,Australia,144.9544 -37.8103,FALSE,16,FALSE
vam16c,M,26,Chrome,Windows,United States,-78.8781 42.8864,FALSE,13,FALSE
vz0n18,M,,Chrome,MacOS X,United States,-97.822 37.751,TRUE,7,FALSE
wgxiad,,62,Chrome,Windows,Norway,10.75 59.95,FALSE,12,TRUE
x5080i,M,,Safari,MacOS X,Mexico,-94.4424 18.1335,TRUE,8,FALSE
xwphos,F,,Chrome,Windows,United States,-97.822 37.751,TRUE,10,FALSE
yj2a70,F,39,Chrome,MacOS X,Netherlands,5.1191 52.0938,FALSE,5,FALSE
zgtkq7,M,64,Firefox,Windows,Germany,9.491 51.2993,TRUE,8.3333333333,FALSE
1275,F,65,Chrome,Windows,United States,-74.2915 40.5525,FALSE,10,TRUE
9910,F,62,Chrome,Windows,United States,-90.4539 38.6554,TRUE,7.8,FALSE
16640,F,43,Chrome,Windows,Republic of Korea,127.2064 37.2342,FALSE,9,FALSE
27822,M,,Chrome,Windows,Italy,12.1097 43.1479,FALSE,14,FALSE
34319,F,30,Chrome,Windows,Germany,8.5202 52.0119,FALSE,10,FALSE
42473,M,55,Chrome,Windows,India,72.8258 18.975,FALSE,11.3333333333,FALSE
51687,,64,Chrome,MacOS X,United States,-77.4883 38.9148,TRUE,9.8,FALSE
61311,F,73,Chrome,MacOS X,Germany,9.491 51.2993,TRUE,9.75,FALSE
70273,F,39,Safari,MacOS X,United States,-97.822 37.751,FALSE,12,FALSE
77741,M,33,Chrome,MacOS X,United States,-97.822 37.751,FALSE,15,FALSE
85903,F,39,Chrome,Windows,Taiwan,121 23.5,FALSE,13.3333333333,FALSE
93789,F,42,Chrome,Windows,United States,-85.1289 41.1306,FALSE,15,FALSE
0f8330,M,49,Chrome,Windows,Brazil,-43.2037 -22.8864,FALSE,13,FALSE
101366,M,69,Chrome,Windows,United Kingdom,-0.1224 51.4964,TRUE,10,FALSE
109814,M,40,Safari,MacOS X,,,TRUE,7.4285714286,TRUE
117891,F,22,Chrome,Windows,Armenia,44.5136 40.1811,TRUE,13.5,FALSE
126393,,35,Chrome,MacOS X,United States,-110.3607 31.5273,TRUE,10.1666666667,TRUE
134825,M,31,Chrome,MacOS X,United States,-87.1699 39.7596,FALSE,13.5,FALSE
143483,F,68,Chrome,Windows,Japan,139.69 35.69,TRUE,13,FALSE
151318,M,39,Firefox,Windows,United States,-97.822 37.751,FALSE,10,FALSE
160073,F,49,Chrome,MacOS X,United Kingdom,-0.5825 52.5374,FALSE,23,FALSE
167799,F,,Chrome,Windows,Belgium,4.35 50.85,TRUE,11,TRUE
177554,M,43,Chrome,MacOS X,Finland,25.6667 60.9667,TRUE,11.5,FALSE
184701,M,57,Firefox,Windows,Japan,139.5886 35.9697,FALSE,9.8,TRUE
189920,F,59,Chrome,Windows,United Kingdom,-1 51.4333,FALSE,11.6666666667,FALSE
197363,F,70,Firefox,Windows,United States,-122.3341 47.6103,TRUE,8.6666666667,FALSE
1vse44,F,23,Chrome,Windows,United Kingdom,-0.4 51.4,FALSE,11,FALSE
206678,M,,Chrome,Windows,Argentina,-58.3817 -34.6033,FALSE,12,FALSE
215417,F,26,Chrome,Windows,Brazil,-43.2192 -22.8305,FALSE,15.5,FALSE
222337,M,36,Chrome,Windows,United States,-98.4936 29.4241,FALSE,8,FALSE
230375,F,48,Firefox,Windows,Brazil,-34.9 -8.05,FALSE,8,FALSE
238366,M,61,Chrome,Windows,United States,-97.822 37.751,TRUE,8.1428571429,TRUE
246041,M,66,Chrome,MacOS X,China,113.7266 34.7725,FALSE,11.5,FALSE
254946,F,71,Safari,MacOS X,United States,-121.8914 37.3388,FALSE,17,FALSE
263977,F,45,Chrome,Windows,Mexico,-100.3167 25.6667,FALSE,12,FALSE
271718,F,67,Chrome,Windows,France,4.0833 44.1333,FALSE,11,FALSE
278883,M,53,Firefox,Windows,Japan,135.3333 34.7167,TRUE,11.2,TRUE
287016,F,30,Chrome,MacOS X,Brazil,-46.6289 -23.5464,TRUE,10,FALSE
295464,M,67,Chrome,MacOS X,United Kingdom,-2.8394 53.4115,FALSE,11,FALSE
2nef9f,F,22,Chrome,Windows,United States,-86.9081 40.4259,TRUE,14,FALSE
304595,F,60,Chrome,MacOS X,,,FALSE,14,FALSE
313030,F,37,Chrome,Windows,Croatia,18.5425 45.2817,FALSE,11,FALSE
321379,F,,Chrome,Windows,United States,-88.2507 43.2031,FALSE,12.5,FALSE
330137,F,79,Chrome,Windows,Republic of Korea,126.9743 37.5111,TRUE,13,FALSE
339303,F,,Firefox,Windows,Japan,139.69 35.69,TRUE,7.6666666667,FALSE
348039,M,70,Chrome,Windows,United States,-118.2606 34.0729,FALSE,13.5,FALSE
355791,M,53,Chrome,Windows,Philippines,120.9721 14.5955,FALSE,10.5,FALSE
362544,F,52,Firefox,Windows,Japan,139.69 35.69,FALSE,11.4,FALSE
369171,F,23,Chrome,Windows,United States,-77.0227 40.2455,FALSE,9,FALSE
377993,M,42,Chrome,Windows,United States,-118.3275 34.1006,FALSE,15,FALSE
385968,F,50,Safari,MacOS X,United States,-118.4517 33.9803,FALSE,16,FALSE
393370,M,50,Firefox,Windows,United States,-90.143 30.4574,FALSE,12,FALSE
3ftc0c,M,40,Chrome,Windows,United States,-78.6253 35.7977,FALSE,10,FALSE
404315,F,53,Chrome,Windows,Taiwan,121 23.5,TRUE,10,TRUE
411425,M,41,Firefox,Windows,Canada,-75.7 45.4167,FALSE,7,FALSE
418749,M,23,Chrome,Windows,United States,-89.8426 35.1275,FALSE,8,FALSE
427125,F,65,Chrome,Windows,Malaysia,112.5 2.5,FALSE,9.5,FALSE
435153,M,65,Chrome,Windows,China,120.1614 30.2936,TRUE,9.6,TRUE
442951,M,60,Safari,MacOS X,Russia,37.6184 55.7485,FALSE,15,FALSE
452008,M,63,Chrome,Windows,United States,-97.822 37.751,TRUE,11,FALSE
461151,M,54,Chrome,Windows,Egypt,31.223 30.0355,FALSE,16,FALSE
467625,M,15,Safari,MacOS X,China,113.7266 34.7725,FALSE,14,FALSE
476428,F,57,Safari,MacOS X,Japan,139.69 35.69,FALSE,10.5,FALSE
484982,F,64,Chrome,Windows,China,116.9972 36.6683,FALSE,5,FALSE
493230,F,68,Edge,Windows,United Kingdom,-2.0833 51.9,FALSE,10,FALSE
499938,M,55,Chrome,Windows,Russia,86.0833 55.3333,TRUE,10.8,FALSE
501596,F,,Chrome,Windows,Switzerland,7.4667 46.9167,FALSE,11.3333333333,FALSE
510797,M,60,Chrome,MacOS X,Canada,-113.4585 53.3753,TRUE,13.25,FALSE
517918,F,38,Chrome,MacOS X,United States,-84.471 34.0017,TRUE,10.75,FALSE
525451,M,74,Chrome,Windows,Italy,10.9844 45.4299,FALSE,17,FALSE
536256,M,25,Chrome,MacOS X,Austria,16.35 48.2,FALSE,11,FALSE
543575,F,69,Chrome,Windows,United States,-83.0235 39.9653,TRUE,10,FALSE
550494,F,41,Chrome,Windows,United States,-122.724 45.4114,TRUE,8.6666666667,FALSE
559796,F,26,Chrome,Linux,Japan,139.69 35.69,TRUE,10.5,FALSE
568641,M,52,Chrome,Windows,United States,-78.6253 35.7977,TRUE,9.4,FALSE
578305,M,26,Chrome,Windows,Netherlands,4.8995 52.3824,FALSE,10,FALSE
587601,F,17,Chrome,MacOS X,Canada,-75.5773 45.3548,FALSE,9.3333333333,FALSE
595153,F,34,Chrome,Windows,United States,-84.1494 33.9791,FALSE,11,FALSE
5mj2dy,F,77,Firefox,Windows,United States,-110.3607 31.5273,TRUE,5,FALSE
605728,F,55,Chrome,Windows,France,2.3387 48.8582,FALSE,9.75,FALSE
613433,,20,Chrome,Windows,United States,-97.7431 30.2672,FALSE,15,FALSE
620902,M,56,Chrome,Windows,United Kingdom,-0.15 50.8333,FALSE,10,TRUE
628835,F,68,Firefox,Windows,Singapore,103.8565 1.2855,FALSE,11.3333333333,FALSE
637314,F,24,Chrome,Windows,Spain,-5.0826 37.5422,TRUE,7,FALSE
647224,F,,Chrome,MacOS X,China,113.25 23.1167,TRUE,9,TRUE
654768,F,22,Chrome,Windows,,,TRUE,12,FALSE
663175,,46,Chrome,MacOS X,France,2.25 48.9667,FALSE,10.5,FALSE
668569,M,70,Edge,Windows,United States,-82.7693 39.9548,FALSE,9.8571428571,FALSE
677662,F,69,IE,Windows,France,4.6303 43.6768,TRUE,14.5,FALSE
686265,M,50,Chrome,Windows,United States,-122.1826 37.3762,FALSE,9.75,TRUE
694039,M,26,IE,Windows,Republic of Korea,126.9741 37.5112,FALSE,13,FALSE
6er544,F,63,Chrome,Windows,Vietnam,106.6438 10.8142,FALSE,15,FALSE
700824,,59,Firefox,Linux,Japan,139.7172 35.5206,TRUE,11.6,FALSE
707882,M,53,Chrome,Windows,Dominican Republic,-69.9 18.4667,TRUE,11,FALSE
716904,M,29,Chrome,Windows,Germany,9.491 51.2993,TRUE,10,FALSE
726321,,63,Chrome,Windows,United States,-76.9783 38.9057,FALSE,7.5,FALSE
734909,M,45,Chrome,Windows,China,118.8686 28.9594,FALSE,12,FALSE
745118,M,,Chrome,Windows,Republic of Lithuania,24 56,FALSE,15,FALSE
753814,F,56,Edge,Windows,China,118.5858 24.9139,TRUE,9.3333333333,FALSE
762195,M,54,Safari,MacOS X,China,125.3228 43.88,FALSE,11,FALSE
769178,,53,Chrome,MacOS X,United States,-97.822 37.751,TRUE,7.1428571429,TRUE
777588,F,44,Firefox,Windows,Venezuela,-66.9167 10.5,TRUE,10,FALSE
786142,F,38,Chrome,Windows,United States,-84.2055 30.5795,FALSE,6.5,FALSE
793790,M,54,Chrome,MacOS X,United States,-94.2088 36.3728,FALSE,9.6,FALSE
7m4je7,M,70,Chrome,Windows,Brazil,-43.8988 -19.9553,FALSE,14,TRUE
803017,M,,Chrome,Windows,United States,-86.0133 39.8588,FALSE,11,FALSE
812685,M,17,Firefox,Windows,Netherlands,4.8995 52.3824,FALSE,14,FALSE
821396,M,47,Safari,MacOS X,Mexico,-99.0111 19.4371,TRUE,11.75,FALSE
829383,M,48,Chrome,MacOS X,Kenya,38 1,TRUE,9.3333333333,FALSE
836413,M,74,Chrome,MacOS X,,,TRUE,12.25,FALSE
843933,M,31,Chrome,Linux,France,2.3292 48.8628,FALSE,8,FALSE
852370,M,33,Chrome,Linux,Netherlands,6.6731 53.4079,FALSE,7,FALSE
859730,M,44,Chrome,Windows,Malaysia,102.2405 2.196,FALSE,13,FALSE
867363,M,51,IE,Windows,Brazil,-43.2192 -22.8305,FALSE,12.3333333333,FALSE
875151,F,34,Chrome,MacOS X,Brazil,-34.9 -8.05,TRUE,9.1666666667,TRUE
882780,M,35,Chrome,Windows,Romania,25 46,FALSE,13.5,FALSE
891587,M,,Chrome,Windows,United States,-77.8702 34.2205,FALSE,11,FALSE
898954,M,37,Firefox,Windows,Canada,-79.4035 43.6736,TRUE,12.25,FALSE
8z9k88,M,58,Chrome,MacOS X,Pakistan,67.0822 24.9056,FALSE,9.5,FALSE
907892,M,44,Chrome,MacOS X,Réunion,55.6 -21.1,FALSE,9,FALSE
915912,M,36,Chrome,Windows,United States,-97.822 37.751,TRUE,9.8333333333,FALSE
923703,F,39,Firefox,Windows,China,113.7266 34.7725,TRUE,10.5,FALSE
930537,F,48,Firefox,Windows,United States,-119.688 45.8696,TRUE,8,TRUE
939101,,65,Firefox,Linux,Turkey,28.9948 41.0214,FALSE,11.5,FALSE
948010,M,65,Chrome,Windows,Japan,139.69 35.69,FALSE,13.25,FALSE
955836,F,53,Chrome,Windows,Germany,7.1 50.7333,FALSE,10.5,FALSE
963541,F,26,Safari,MacOS X,Algeria,3.1468 36.7642,FALSE,6,FALSE
970426,F,65,Chrome,Linux,Canada,-73.6327 45.5302,FALSE,9,FALSE
979007,M,23,Chrome,Windows,United States,-97.822 37.751,FALSE,10,FALSE
986837,M,,Chrome,Windows,France,2.1917 48.9482,TRUE,10.3333333333,FALSE
993164,M,57,Chrome,Windows,,,FALSE,9.25,FALSE
999974,M,51,Chrome,MacOS X,China,123.4328 41.7922,FALSE,9,FALSE
a557p2,M,54,Chrome,Windows,United States,-73.9725 40.7528,FALSE,16,FALSE
b0oahz,,43,Chrome,Windows,United States,-84.0199 33.8573,TRUE,11.5,FALSE
bm4jzj,F,46,Firefox,Windows,Thailand,100.4688 13.8583,TRUE,8.8,FALSE
ccevlw,M,69,Chrome,Windows,Spain,-4.4348 36.7267,FALSE,11,FALSE
cxpi6e,F,59,Firefox,Windows,Japan,139.69 35.69,FALSE,18,FALSE
dmnttl,F,44,Chrome,MacOS X,Italy,10.0266 45.1659,FALSE,13,FALSE
eg953d,F,62,Chrome,MacOS X,United States,-84.1494 33.9791,TRUE,11.5,FALSE
f65gli,M,66,IE,Windows,United Kingdom,-0.1224 51.4964,TRUE,12,TRUE
fzpzqy,M,55,Chrome,MacOS X,India,73.8667 18.5333,FALSE,12,FALSE
gpnu2i,,51,Chrome,Windows,Canada,-79.3716 43.6319,FALSE,6.6666666667,FALSE
ha7rd0,M,19,Firefox,Windows,Italy,7.6667 45.05,TRUE,13,FALSE
hxmvsx,M,38,Chrome,Windows,United States,-69.9725 43.8988,TRUE,6.6666666667,FALSE
ij8sg9,M,25,Chrome,Windows,India,75.65 32.2833,FALSE,9,FALSE
jfkeov,M,39,Chrome,MacOS X,Japan,139.69 35.69,TRUE,9,FALSE
k6hvr8,M,58,Chrome,Windows,Japan,139.69 35.69,FALSE,9,FALSE
lgta4b,F,47,Chrome,Windows,China,120.1614 30.2936,FALSE,12,FALSE
m2kwxv,M,66,Chrome,MacOS X,Germany,8.505 50.5455,FALSE,10,FALSE
n052yh,F,65,Chrome,Windows,Brazil,-43.2192 -22.8305,FALSE,9,FALSE
nt2nht,M,58,Chrome,MacOS X,United States,-74.573 40.6761,FALSE,11.5,FALSE
okf065,M,47,Chrome,Windows,United States,-96.917 33.3635,FALSE,14.5,FALSE
pc93p7,M,77,Chrome,MacOS X,United States,-82.4938 27.9731,TRUE,9,FALSE
q37c9m,M,38,Edge,Windows,United States,-86.2539 32.404,TRUE,5,FALSE
r0lzge,M,54,Chrome,MacOS X,United States,-97.822 37.751,FALSE,16,FALSE
rv5pjp,F,55,Chrome,Windows,Indonesia,106.4989 -6.3433,FALSE,14,FALSE
shr96p,,70,Chrome,Windows,Australia,153.0702 -27.4178,TRUE,9.3333333333,FALSE
t5rfz5,M,54,Chrome,MacOS X,India,80.1078 12.8708,TRUE,11.3333333333,FALSE
u3ds9h,M,48,Chrome,Windows,United States,-78.6253 35.7977,TRUE,10.5,FALSE
uxq64u,,27,Chrome,Windows,United States,-78.6253 35.7977,FALSE,12,FALSE
vtc8qt,M,45,Chrome,Windows,Netherlands,6.8912 52.2195,FALSE,12.5,FALSE
wl42ao,F,66,Firefox,Windows,Switzerland,8.1551 47.1449,FALSE,8,FALSE
x6imhy,M,55,Chrome,Windows,Germany,9.491 51.2993,FALSE,13,FALSE
xvcp7a,F,47,Firefox,Linux,Monaco,7.4167 43.7333,FALSE,14,FALSE
yke2o3,M,29,Firefox,Windows,United States,-83.3237 36.2222,FALSE,9,FALSE
zfhkqq,M,58,Chrome,MacOS X,United States,-78.6253 35.7977,FALSE,11,FALSE
747,M,49,Chrome,Windows,United States,-97.822 37.751,FALSE,14.5,FALSE
8605,F,65,Chrome,Windows,Denmark,11.7901 55.4426,TRUE,10,FALSE
015fq0,F,60,Safari,MacOS X,Mexico,-98.2 19.05,FALSE,12,FALSE
26484,F,,Chrome,Windows,Canada,-123.121 49.2475,FALSE,16,FALSE
33835,F,64,Chrome,Windows,Germany,9.491 51.2993,FALSE,14,FALSE
41695,F,44,Chrome,Windows,Netherlands,4.9167 52.35,FALSE,10,FALSE
50775,M,70,Chrome,Windows,Israel,34.75 31.5,FALSE,8.3333333333,FALSE
60927,F,47,Safari,MacOS X,United States,-118.244 34.0544,FALSE,10,FALSE
06c8t8,F,54,Chrome,Windows,Italy,12.1097 43.1479,TRUE,12.5,FALSE
76880,F,44,Chrome,Windows,United States,-95.0035 29.3732,FALSE,10,FALSE
85371,M,20,Firefox,Windows,Republic of Korea,126.9743 37.5111,FALSE,7.5,FALSE
93191,F,,Chrome,Windows,Japan,139.69 35.69,TRUE,14.5,FALSE
0dtz7r,M,70,Firefox,Windows,United States,-97.822 37.751,TRUE,9,FALSE
100545,F,26,Firefox,Linux,France,6.8275 47.5081,FALSE,14,FALSE
108090,F,69,Chrome,Linux,Germany,6.5805 51.3251,TRUE,9.25,FALSE
113869,,68,Chrome,Windows,,,TRUE,10.3333333333,TRUE
123571,F,33,Chrome,Windows,United States,-97.822 37.751,FALSE,11,FALSE
131951,M,24,Chrome,Windows,United States,-74.1741 40.7355,FALSE,13,FALSE
140416,F,49,Chrome,Windows,United States,-95.538 29.8688,FALSE,15,FALSE
147806,F,30,Chrome,MacOS X,Russia,37.0386 55.5994,TRUE,10.6666666667,FALSE
157914,F,71,Firefox,Windows,China,102.7183 25.0389,FALSE,10.6666666667,FALSE
165679,M,58,Chrome,Windows,United States,-97.822 37.751,TRUE,10,TRUE
173210,,31,Chrome,Windows,Spain,-3.684 40.4172,FALSE,11,FALSE
180611,M,49,Chrome,Windows,United States,-73.4062 40.785,TRUE,11,FALSE
187416,F,66,Firefox,Windows,China,123.4328 41.7922,FALSE,10.75,FALSE
194179,M,55,Chrome,Windows,,,TRUE,9.25,TRUE
1lyrw9,M,48,Firefox,Windows,United States,-97.822 37.751,FALSE,9,FALSE
204433,M,31,Chrome,Windows,United Kingdom,-2.7833 56.3333,TRUE,12,FALSE
213219,M,68,Chrome,MacOS X,Taiwan,121 23.5,FALSE,10,FALSE
220452,F,28,Firefox,Windows,Japan,135.8328 34.6853,FALSE,10,FALSE
228998,,54,Chrome,MacOS X,Republic of Korea,126.9743 37.5111,FALSE,13,FALSE
236637,,59,Chrome,MacOS X,China,121.5495 29.8782,TRUE,11,TRUE
244645,F,66,Safari,MacOS X,Russia,47.2864 56.175,TRUE,12.6666666667,FALSE
253699,M,20,Chrome,Windows,United Kingdom,1.2808 52.6295,FALSE,3,FALSE
261629,F,54,Safari,MacOS X,United States,-97.822 37.751,FALSE,11.4,TRUE
270102,F,43,Chrome,Windows,China,116.3883 39.9289,FALSE,12.5,FALSE
276074,M,31,Chrome,Windows,Egypt,31.223 30.0355,TRUE,14.6666666667,FALSE
284178,M,53,Chrome,MacOS X,United States,-97.822 37.751,FALSE,13,FALSE
292281,F,47,Chrome,Windows,Belgium,4.35 50.85,FALSE,11.5,FALSE
299957,F,20,Chrome,MacOS X,United States,-73.5429 41.061,FALSE,9.25,FALSE
2w14mp,F,48,Chrome,Windows,United Kingdom,-0.1224 51.4964,TRUE,12,TRUE
306704,M,35,Chrome,MacOS X,Slovak Republic,20.5615 48.9446,TRUE,8.7142857143,TRUE
314527,M,46,Chrome,MacOS X,Norway,9.2585 59.5594,TRUE,15,FALSE
322896,,70,Safari,MacOS X,Indonesia,110.4203 -6.9932,FALSE,11,FALSE
330844,F,18,Firefox,Windows,United States,-97.822 37.751,FALSE,11,FALSE
33i4wx,F,54,Chrome,Windows,Belgium,4.35 50.85,FALSE,12,FALSE
349274,F,66,IE,Windows,China,117.6186 26.2486,TRUE,9,FALSE
356778,M,54,Chrome,Windows,Philippines,120.9822 14.6042,FALSE,9,FALSE
362748,F,63,Chrome,MacOS X,Venezuela,-64.4731 9.4375,FALSE,12.5,FALSE
369786,,,Safari,MacOS X,Taiwan,121.4966 25.0418,FALSE,18,FALSE
377095,F,58,Chrome,Windows,,,FALSE,6,FALSE
384567,M,52,Chrome,Windows,Italy,12.5113 41.8919,FALSE,9,FALSE
391576,F,35,Safari,MacOS X,Italy,12.1097 43.1479,FALSE,7.2857142857,TRUE
3aijl8,F,65,Chrome,Windows,Chile,-70.6682 -33.4625,FALSE,13,TRUE
